Datum,Merkmal,Merkmalwert,Bestätigte Menge,Relativer Anteil,USTR10Y,CBIPSFE,WeizenSpot,CornSpot,CBI,GER10Y,WtiOilSpot,SoySpot,CBIPS,AgriSpot
2017-08-01,B10,B10-0036,79,0.6583333333333333,2.251,61.5,168.821,170.551,42,0.487,49.16,194.732,22.9,172.625
2017-09-01,B10,B10-0036,30,0.6,2.157,59.6,152.827,164.407,44.9,0.379,47.29,192.195,30.3,161.376
2017-10-01,B10,B10-0036,77,0.5,2.337,53.7,153.958,164.301,44.4,0.452,50.58,193.805,35.2,163.952
2017-11-01,B10,B10-0036,113,0.4396887159533074,2.376,48,145.153,162.818,40.8,0.37,54.3,198.634,33.7,168.52
2017-12-01,B10,B10-0036,94,0.32525951557093424,2.363,50.5,145.719,161.653,45.1,0.364,58.36,200.146,39.8,168.439
2018-01-01,B10,B10-0036,147,0.39622641509433965,2.411,52.9,142.246,158.792,49,0.424,60.42,191.854,45.1,165.198
2018-02-01,B10,B10-0036,204,0.4031620553359684,2.773,66.3,150,163.136,58.9,0.711,65.92,196.293,51.5,169.28
2018-03-01,B10,B10-0036,190,0.3321678321678322,2.802,58.3,166.559,168.962,47,0.644,60.94,210.049,35.9,179.082
2018-04-01,B10,B10-0036,150,0.32679738562091504,2.732,47.3,145.929,170.657,44.1,0.494,62.98,204.029,40.9,170.138
2018-05-01,B10,B10-0036,185,0.36633663366336633,2.976,40.6,188.934,174.894,38.6,0.563,67.25,203.171,36.6,177.993
2018-06-01,B10,B10-0036,161,0.4236842105263158,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,B10,B10-0036,116,0.48132780082987553,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,B10,B10-0036,24,0.42857142857142855,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2018-09-01,B10,B10-0036,45,0.4166666666666667,2.853,27.8,186.672,165.678,28.4,0.335,69.8,173.854,28.9,164.431
2018-10-01,B10,B10-0036,89,0.3803418803418803,3.08,21.1,174.798,166.843,25.8,0.469,75.3,177.024,30.5,163.166
2018-11-01,B10,B10-0036,89,0.2986577181208054,3.144,12.9,172.617,166.949,20.4,0.397,63.69,179.512,28,170.922
2018-12-01,B10,B10-0036,55,0.2534562211981567,2.991,18.4,170.436,168.538,25,0.307,52.95,183.951,31.6,169.963
2019-01-01,B10,B10-0036,83,0.2530487804878049,2.691,20.8,164.943,166.737,23.4,0.246,45.13,179.561,26,164.8
2019-02-01,B10,B10-0036,165,0.4219948849104859,2.691,19.3,170.679,168.432,25.5,0.166,55.26,184.244,31.8,169.575
2019-03-01,B10,B10-0036,185,0.46954314720812185,2.755,21.9,147.738,164.089,22.9,0.187,55.8,180.585,24,161.986
2019-04-01,B10,B10-0036,145,0.37371134020618557,2.497,19.4,150.544,160.699,20.4,-0.026,61.59,177.928,21.5,163.862
2019-05-01,B10,B10-0036,119,0.34195402298850575,2.511,7.4,157.027,159.428,14.7,0.014,63.6,177.805,22.1,158.162
2019-06-01,B10,B10-0036,87,0.41232227488151657,2.081,2.2,179.725,183.517,4.9,-0.199,53.25,183.317,7.6,174.552
2019-07-01,B10,B10-0036,61,0.3719512195121951,2.033,-15.3,175.04,176.801,-10.7,-0.36,58.87,184.293,-6.1,170.193
2019-08-01,B10,B10-0036,14,0.2692307692307692,1.892,-17.7,160.824,174.788,-7,-0.453,53.95,178.585,3.8,162.936
2019-09-01,B10,B10-0036,22,0.2558139534883721,1.506,-22.2,153.473,169.174,-17.8,-0.701,55.1,178.39,-13.3,156.112
2019-10-01,B10,B10-0036,24,0.11214953271028037,1.644,-27.9,165.024,171.822,-22.1,-0.557,53.62,186.634,-16.3,166.425
2019-11-01,B10,B10-0036,47,0.16206896551724137,1.728,-16,170.113,170.551,-17.6,-0.377,56,189.415,-19.1,170.719
2019-12-01,B10,B10-0036,88,0.40930232558139534,1.836,-17.9,174.152,164.301,-18.4,-0.278,55.96,178.244,-18.9,169.682
2020-01-01,B10,B10-0036,82,0.3293172690763052,1.91,-21.2,181.502,169.915,-17.7,-0.187,61.08,191.171,-14.1,176.671
2020-02-01,B10,B10-0036,168,0.44562334217506633,1.52,-2,178.918,163.877,-2.6,-0.436,50.11,176.488,-3.1,171.862
2020-03-01,B10,B10-0036,81,0.22010869565217392,1.088,-13.9,169.063,159.64,-9.4,-0.62,46.75,177.707,-5,168.283
2020-04-01,B10,B10-0036,12,0.09375,0.635,-80.8,178.072,144.386,-66.3,-0.47,20.31,169.018,-51.5,156.77
2020-05-01,B10,B10-0036,33,0.12790697674418605,0.64,-69.5,173.667,137.924,-58.6,-0.586,19.78,166.976,-47.6,152.006
2020-06-01,B10,B10-0036,55,0.16417910447761194,0.662,-47.5,175.363,139.647,-47,-0.393,35.44,168.341,-46.5,152.876
2020-07-01,B10,B10-0036,33,0.11702127659574468,0.682,-25,167.447,157.839,-20,-0.4,39.82,175.659,-15,156.907
2020-08-01,B10,B10-0036,0,,0.563,-13.5,175.04,150.953,-6.3,-0.522,41.01,177.073,1,158.775
2020-09-01,B10,B10-0036,6,0.12244897959183673,0.671,-5.9,185.784,159.11,-1,-0.416,42.76,188.439,3.9,169.125
2020-10-01,B10,B10-0036,27,0.11739130434782609,0.677,9.4,187.48,165.36,8.3,-0.528,38.57,199.463,7.3,176.313
2020-11-01,B10,B10-0036,61,0.2053872053872054,0.848,8.7,196.284,164.195,14.4,-0.638,36.63,203.317,20.2,185.118
2020-12-01,B10,B10-0036,42,0.13725490196078433,0.934,25,187.803,172.881,27.9,-0.522,44.55,226.049,30.8,188.497
2021-01-01,B10,B10-0036,49,0.1396011396011396,0.912,46,206.624,189.195,44.2,-0.575,48.28,253.171,42.4,209.135
2021-02-01,B10,B10-0036,46,0.12073490813648294,1.077,53.7,210.582,199.894,51.4,-0.513,53.53,262.439,49.1,218.651
2021-03-01,B10,B10-0036,50,0.1141552511415525,1.446,60.4,210.097,205.826,59.5,-0.336,60.65,269.463,58.7,220.332
2021-04-01,B10,B10-0036,106,0.22894168466522677,1.679,64.2,197.717,212.288,65.8,-0.325,59.16,270.328,67.4,216.895
2021-05-01,B10,B10-0036,66,0.16216216216216217,1.606,73.5,232.149,250.742,72.3,-0.204,64.49,256.976,71,246.524
2021-06-01,B10,B10-0036,123,0.24070450097847357,1.615,74,228.433,252.775,72,-0.175,67.72,266.829,69.9,237.464
2014-10-01,B10,B10-0038,28,0.1958041958041958,2.389,-38.9,161.955,151.589,-37.9,0.906,90.73,185.073,-36.8,173.713
2014-11-01,B10,B10-0038,46,0.2062780269058296,2.346,-50.5,180.048,172.352,-44,0.86,78.78,203.512,-37.4,191.032
2014-12-01,B10,B10-0038,64,0.28699551569506726,2.236,-41,197.9,173.729,-42.5,0.729,69,202,-44,195.542
2015-01-01,B10,B10-0038,75,0.3472222222222222,2.17,-40.2,192.084,175.953,-38.5,0.541,53.27,202.341,-36.8,190.917
2015-02-01,B10,B10-0038,68,0.21725239616613418,1.674,-35.3,160.662,166.314,-34.1,0.314,49.57,189.61,-32.9,176.57
2015-03-01,B10,B10-0038,59,0.16298342541436464,2.089,-27,161.551,170.975,-30.9,0.355,49.59,198.585,-34.8,178.786
2015-04-01,B10,B10-0038,68,0.1471861471861472,1.859,-18.4,171.734,168.538,-25.5,0.172,50.09,193.961,-32.7,178.676
2015-05-01,B10,B10-0038,59,0.14936708860759493,2.117,-18.6,171.082,156.674,-25.5,0.363,59.15,186.976,-32.4,171.362
2015-06-01,B10,B10-0038,64,0.14065934065934066,2.183,-20.8,173.102,152.719,-29.2,0.531,60.2,180,-37.5,169.646
2015-07-01,B10,B10-0038,54,0.17763157894736842,2.427,-14.4,196.769,184.64,-22.6,0.823,56.96,196.829,-30.8,188.25
2015-08-01,B10,B10-0038,10,0.14925373134328357,2.15,-11.1,166.801,164.831,-19.5,0.634,45.17,183.512,-27.8,170.311
2015-09-01,B10,B10-0038,23,0.22330097087378642,2.159,-8.9,159.935,163.559,-20.9,0.807,45.41,173.171,-32.7,166.239
2015-10-01,B10,B10-0038,23,0.09583333333333334,2.042,6.9,170.679,171.081,-7.5,0.545,44.74,174.341,-21.8,171.256
2015-11-01,B10,B10-0038,47,0.11928934010152284,2.176,8.8,166.721,167.585,-12.3,0.56,46.14,174.098,-33,174.261
2015-12-01,B10,B10-0038,47,0.14551083591331268,2.145,7.4,154.847,164.513,-10.3,0.469,41.85,176.293,-27.8,168.467
2016-01-01,B10,B10-0038,54,0.16463414634146342,2.275,10.1,153.958,159.004,-4.1,0.634,37.04,171.073,-18.2,165.812
2016-02-01,B10,B10-0038,107,0.27648578811369506,1.966,-2,155.25,163.03,-14.9,0.36,31.62,173.219,-27.6,165.925
2016-03-01,B10,B10-0038,76,0.18536585365853658,1.835,-4.1,144.103,154.873,-18.7,0.149,34.4,168.537,-33,161.183
2016-04-01,B10,B10-0038,91,0.2388451443569554,1.791,-17,154.852,153.284,-25,0.145,36.79,180.898,-33,167.877
2016-05-01,B10,B10-0038,78,0.2532467532467532,1.865,-32.7,175.767,166.208,-39.6,0.275,44.78,197.024,-46.5,177.418
2016-06-01,B10,B10-0038,115,0.2882205513784461,1.846,-34.5,171.809,175.812,-39.6,0.134,49.01,201.415,-44.5,184.091
2016-07-01,B10,B10-0038,72,0.2891566265060241,1.461,-29.4,155.17,162.182,-38.3,-0.129,48.99,209.756,-47.1,179.832
2016-08-01,B10,B10-0038,12,0.5,1.497,-39.8,152.504,152.436,-43.8,-0.095,40.06,185.756,-47.7,166.994
2016-09-01,B10,B10-0038,31,0.29245283018867924,1.57,-29.3,139.095,150.847,-41.4,-0.066,43.16,186.488,-53.3,160.807
2016-10-01,B10,B10-0038,37,0.2803030303030303,1.624,-30.1,139.095,159.11,-41.3,-0.096,48.81,194.146,-52.4,163.876
2016-11-01,B10,B10-0038,90,0.31690140845070425,1.82,-6.1,144.103,160.381,-24.1,0.173,46.67,197.366,-41.8,170.246
2016-12-01,B10,B10-0038,48,0.22857142857142856,2.441,-8.1,132.068,154.873,-20.8,0.356,51.06,204.927,-33.3,163.497
2017-01-01,B10,B10-0038,79,0.24921135646687698,2.432,1,135.864,157.309,-12.1,0.185,53.72,198.829,-25,167.066
2017-02-01,B10,B10-0038,74,0.22023809523809523,2.474,19.8,144.103,164.936,6.7,0.469,53.88,205.756,-6.3,177.325
2017-03-01,B10,B10-0038,88,0.1896551724137931,2.462,36.8,147.658,167.479,22,0.283,53.83,206.829,7.4,177.252
2017-04-01,B10,B10-0038,63,0.17796610169491525,2.35,43.9,139.731,162.182,29.5,0.279,50.24,185.476,15.3,169.491
2017-05-01,B10,B10-0038,83,0.16700201207243462,2.327,42.6,166.721,163.03,28.6,0.327,48.84,191.707,14.8,172.539
2017-06-01,B10,B10-0038,65,0.14285714285714285,2.217,43.1,160.016,161.066,30.2,0.301,48.36,184.341,17.4,169.866
2017-07-01,B10,B10-0038,92,0.2884012539184953,2.346,50.5,192.084,175,34.5,0.482,46.04,194.732,18.7,180.544
2017-08-01,B10,B10-0038,22,0.18333333333333332,2.251,61.5,168.821,170.551,42,0.487,49.16,194.732,22.9,172.625
2017-09-01,B10,B10-0038,0,0.0,2.157,59.6,152.827,164.407,44.9,0.379,47.29,192.195,30.3,161.376
2017-10-01,B10,B10-0038,26,0.16883116883116883,2.337,53.7,153.958,164.301,44.4,0.452,50.58,193.805,35.2,163.952
2017-11-01,B10,B10-0038,44,0.17120622568093385,2.376,48,145.153,162.818,40.8,0.37,54.3,198.634,33.7,168.52
2017-12-01,B10,B10-0038,48,0.16608996539792387,2.363,50.5,145.719,161.653,45.1,0.364,58.36,200.146,39.8,168.439
2018-01-01,B10,B10-0038,94,0.25336927223719674,2.411,52.9,142.246,158.792,49,0.424,60.42,191.854,45.1,165.198
2018-02-01,B10,B10-0038,84,0.16600790513833993,2.773,66.3,150,163.136,58.9,0.711,65.92,196.293,51.5,169.28
2018-03-01,B10,B10-0038,46,0.08041958041958042,2.802,58.3,166.559,168.962,47,0.644,60.94,210.049,35.9,179.082
2018-04-01,B10,B10-0038,43,0.09368191721132897,2.732,47.3,145.929,170.657,44.1,0.494,62.98,204.029,40.9,170.138
2018-05-01,B10,B10-0038,62,0.12277227722772277,2.976,40.6,188.934,174.894,38.6,0.563,67.25,203.171,36.6,177.993
2018-06-01,B10,B10-0038,36,0.09473684210526316,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,B10,B10-0038,44,0.1825726141078838,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,B10,B10-0038,9,0.16071428571428573,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2018-09-01,B10,B10-0038,26,0.24074074074074073,2.853,27.8,186.672,165.678,28.4,0.335,69.8,173.854,28.9,164.431
2018-10-01,B10,B10-0038,25,0.10683760683760683,3.08,21.1,174.798,166.843,25.8,0.469,75.3,177.024,30.5,163.166
2018-11-01,B10,B10-0038,33,0.11073825503355705,3.144,12.9,172.617,166.949,20.4,0.397,63.69,179.512,28,170.922
2018-12-01,B10,B10-0038,30,0.1382488479262673,2.991,18.4,170.436,168.538,25,0.307,52.95,183.951,31.6,169.963
2019-01-01,B10,B10-0038,49,0.14939024390243902,2.691,20.8,164.943,166.737,23.4,0.246,45.13,179.561,26,164.8
2019-02-01,B10,B10-0038,51,0.13043478260869565,2.691,19.3,170.679,168.432,25.5,0.166,55.26,184.244,31.8,169.575
2019-03-01,B10,B10-0038,29,0.07360406091370558,2.755,21.9,147.738,164.089,22.9,0.187,55.8,180.585,24,161.986
2019-04-01,B10,B10-0038,57,0.14690721649484537,2.497,19.4,150.544,160.699,20.4,-0.026,61.59,177.928,21.5,163.862
2019-05-01,B10,B10-0038,18,0.05172413793103448,2.511,7.4,157.027,159.428,14.7,0.014,63.6,177.805,22.1,158.162
2019-06-01,B10,B10-0038,21,0.0995260663507109,2.081,2.2,179.725,183.517,4.9,-0.199,53.25,183.317,7.6,174.552
2019-07-01,B10,B10-0038,22,0.13414634146341464,2.033,-15.3,175.04,176.801,-10.7,-0.36,58.87,184.293,-6.1,170.193
2019-08-01,B10,B10-0038,10,0.19230769230769232,1.892,-17.7,160.824,174.788,-7,-0.453,53.95,178.585,3.8,162.936
2019-09-01,B10,B10-0038,15,0.1744186046511628,1.506,-22.2,153.473,169.174,-17.8,-0.701,55.1,178.39,-13.3,156.112
2019-10-01,B10,B10-0038,13,0.06074766355140187,1.644,-27.9,165.024,171.822,-22.1,-0.557,53.62,186.634,-16.3,166.425
2019-11-01,B10,B10-0038,26,0.0896551724137931,1.728,-16,170.113,170.551,-17.6,-0.377,56,189.415,-19.1,170.719
2019-12-01,B10,B10-0038,34,0.15813953488372093,1.836,-17.9,174.152,164.301,-18.4,-0.278,55.96,178.244,-18.9,169.682
2020-01-01,B10,B10-0038,29,0.11646586345381527,1.91,-21.2,181.502,169.915,-17.7,-0.187,61.08,191.171,-14.1,176.671
2020-02-01,B10,B10-0038,31,0.08222811671087533,1.52,-2,178.918,163.877,-2.6,-0.436,50.11,176.488,-3.1,171.862
2020-03-01,B10,B10-0038,7,0.019021739130434784,1.088,-13.9,169.063,159.64,-9.4,-0.62,46.75,177.707,-5,168.283
2017-03-01,B10,B10-0039,1,0.0021551724137931034,2.462,36.8,147.658,167.479,22,0.283,53.83,206.829,7.4,177.252
2017-04-01,B10,B10-0039,8,0.022598870056497175,2.35,43.9,139.731,162.182,29.5,0.279,50.24,185.476,15.3,169.491
2017-05-01,B10,B10-0039,3,0.006036217303822937,2.327,42.6,166.721,163.03,28.6,0.327,48.84,191.707,14.8,172.539
2017-06-01,B10,B10-0039,3,0.006593406593406593,2.217,43.1,160.016,161.066,30.2,0.301,48.36,184.341,17.4,169.866
2017-07-01,B10,B10-0039,3,0.009404388714733543,2.346,50.5,192.084,175,34.5,0.482,46.04,194.732,18.7,180.544
2017-08-01,B10,B10-0039,0,0.0,2.251,61.5,168.821,170.551,42,0.487,49.16,194.732,22.9,172.625
2017-09-01,B10,B10-0039,1,0.02,2.157,59.6,152.827,164.407,44.9,0.379,47.29,192.195,30.3,161.376
2017-10-01,B10,B10-0039,0,0.0,2.337,53.7,153.958,164.301,44.4,0.452,50.58,193.805,35.2,163.952
2017-11-01,B10,B10-0039,4,0.01556420233463035,2.376,48,145.153,162.818,40.8,0.37,54.3,198.634,33.7,168.52
2017-12-01,B10,B10-0039,12,0.04152249134948097,2.363,50.5,145.719,161.653,45.1,0.364,58.36,200.146,39.8,168.439
2018-01-01,B10,B10-0039,25,0.0673854447439353,2.411,52.9,142.246,158.792,49,0.424,60.42,191.854,45.1,165.198
2018-02-01,B10,B10-0039,13,0.025691699604743084,2.773,66.3,150,163.136,58.9,0.711,65.92,196.293,51.5,169.28
2018-03-01,B10,B10-0039,24,0.04195804195804196,2.802,58.3,166.559,168.962,47,0.644,60.94,210.049,35.9,179.082
2018-04-01,B10,B10-0039,19,0.04139433551198257,2.732,47.3,145.929,170.657,44.1,0.494,62.98,204.029,40.9,170.138
2018-05-01,B10,B10-0039,23,0.04554455445544554,2.976,40.6,188.934,174.894,38.6,0.563,67.25,203.171,36.6,177.993
2018-06-01,B10,B10-0039,21,0.05526315789473684,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,B10,B10-0039,17,0.07053941908713693,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,B10,B10-0039,4,0.07142857142857142,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2018-09-01,B10,B10-0039,9,0.08333333333333333,2.853,27.8,186.672,165.678,28.4,0.335,69.8,173.854,28.9,164.431
2018-10-01,B10,B10-0039,14,0.05982905982905983,3.08,21.1,174.798,166.843,25.8,0.469,75.3,177.024,30.5,163.166
2018-11-01,B10,B10-0039,12,0.040268456375838924,3.144,12.9,172.617,166.949,20.4,0.397,63.69,179.512,28,170.922
2018-12-01,B10,B10-0039,27,0.12442396313364056,2.991,18.4,170.436,168.538,25,0.307,52.95,183.951,31.6,169.963
2019-01-01,B10,B10-0039,39,0.11890243902439024,2.691,20.8,164.943,166.737,23.4,0.246,45.13,179.561,26,164.8
2019-02-01,B10,B10-0039,18,0.04603580562659847,2.691,19.3,170.679,168.432,25.5,0.166,55.26,184.244,31.8,169.575
2019-03-01,B10,B10-0039,5,0.012690355329949238,2.755,21.9,147.738,164.089,22.9,0.187,55.8,180.585,24,161.986
2019-04-01,B10,B10-0039,22,0.05670103092783505,2.497,19.4,150.544,160.699,20.4,-0.026,61.59,177.928,21.5,163.862
2019-05-01,B10,B10-0039,3,0.008620689655172414,2.511,7.4,157.027,159.428,14.7,0.014,63.6,177.805,22.1,158.162
2019-06-01,B10,B10-0039,11,0.052132701421800945,2.081,2.2,179.725,183.517,4.9,-0.199,53.25,183.317,7.6,174.552
2019-07-01,B10,B10-0039,12,0.07317073170731707,2.033,-15.3,175.04,176.801,-10.7,-0.36,58.87,184.293,-6.1,170.193
2019-08-01,B10,B10-0039,3,0.057692307692307696,1.892,-17.7,160.824,174.788,-7,-0.453,53.95,178.585,3.8,162.936
2019-09-01,B10,B10-0039,3,0.03488372093023256,1.506,-22.2,153.473,169.174,-17.8,-0.701,55.1,178.39,-13.3,156.112
2019-10-01,B10,B10-0039,6,0.028037383177570093,1.644,-27.9,165.024,171.822,-22.1,-0.557,53.62,186.634,-16.3,166.425
2019-11-01,B10,B10-0039,21,0.07241379310344828,1.728,-16,170.113,170.551,-17.6,-0.377,56,189.415,-19.1,170.719
2019-12-01,B10,B10-0039,7,0.03255813953488372,1.836,-17.9,174.152,164.301,-18.4,-0.278,55.96,178.244,-18.9,169.682
2020-01-01,B10,B10-0039,10,0.040160642570281124,1.91,-21.2,181.502,169.915,-17.7,-0.187,61.08,191.171,-14.1,176.671
2020-02-01,B10,B10-0039,9,0.023872679045092837,1.52,-2,178.918,163.877,-2.6,-0.436,50.11,176.488,-3.1,171.862
2020-03-01,B10,B10-0039,2,0.005434782608695652,1.088,-13.9,169.063,159.64,-9.4,-0.62,46.75,177.707,-5,168.283
2012-11-01,B10,B10-0040,1,0.5,,,,,,,,,,
2012-12-01,B10,B10-0040,0,,,,,,,,,,,
2013-01-01,B10,B10-0040,2,0.009523809523809525,,,,,,,,,,
2013-02-01,B10,B10-0040,9,0.026865671641791045,,,,,,,,,,
2013-03-01,B10,B10-0040,5,0.013812154696132596,,,,,,,,,,
2013-04-01,B10,B10-0040,12,0.03076923076923077,,,,,,,,,,
2013-05-01,B10,B10-0040,5,0.014925373134328358,,,,,,,,,,
2013-06-01,B10,B10-0040,11,0.028795811518324606,,,,,,,,,,
2013-07-01,B10,B10-0040,25,0.1072961373390558,,,,,,,,,,
2013-08-01,B10,B10-0040,17,0.24285714285714285,,,,,,,,,,
2013-09-01,B10,B10-0040,3,0.21428571428571427,,,,,,,,,,
2013-10-01,B10,B10-0040,45,0.3125,,,,,,,,,,
2013-11-01,B10,B10-0040,7,0.029166666666666667,,,,,,,,,,
2013-12-01,B10,B10-0040,5,0.024509803921568627,,,,,,,,,,
2014-01-01,B10,B10-0040,6,0.0196078431372549,3.006,14,197.738,187.924,18.2,1.941,98.04,246.732,22.4,200.399
2014-02-01,B10,B10-0040,5,0.015384615384615385,2.582,16.5,182.795,190.254,15.5,1.647,96.43,246.293,14.4,201.583
2014-03-01,B10,B10-0040,18,0.057692307692307696,2.608,9.3,204.039,200.847,10.8,1.563,104.92,269.561,12.4,221.079
2014-04-01,B10,B10-0040,15,0.03926701570680628,2.755,-1,222.17,215.466,4.1,1.581,99.74,281.258,9.2,233.772
2014-05-01,B10,B10-0040,18,0.06691449814126393,2.613,-12.7,241.438,212.924,-6.4,1.47,99.42,242.195,0,236.51
2014-06-01,B10,B10-0040,7,0.03910614525139665,2.527,-24.3,220.032,194.965,-15.1,1.368,102.47,242.683,-5.8,214.915
2014-07-01,B10,B10-0040,7,0.050359712230215826,2.566,-24.2,204.12,189.725,-17.4,1.249,105.34,229.512,-10.5,201.409
2014-08-01,B10,B10-0040,9,0.375,2.494,-28.4,189.661,168.644,-23,1.139,97.88,212.341,-17.5,188.486
2014-09-01,B10,B10-0040,2,0.03571428571428571,2.345,-29.9,191.357,169.174,-30.4,0.884,95.96,204.927,-30.9,190.507
2014-10-01,B10,B10-0040,2,0.013986013986013986,2.389,-38.9,161.955,151.589,-37.9,0.906,90.73,185.073,-36.8,173.713
2014-11-01,B10,B10-0040,22,0.09865470852017937,2.346,-50.5,180.048,172.352,-44,0.86,78.78,203.512,-37.4,191.032
2014-12-01,B10,B10-0040,12,0.053811659192825115,2.236,-41,197.9,173.729,-42.5,0.729,69,202,-44,195.542
2015-01-01,B10,B10-0040,15,0.06944444444444445,2.17,-40.2,192.084,175.953,-38.5,0.541,53.27,202.341,-36.8,190.917
2015-02-01,B10,B10-0040,7,0.022364217252396165,1.674,-35.3,160.662,166.314,-34.1,0.314,49.57,189.61,-32.9,176.57
2015-03-01,B10,B10-0040,3,0.008287292817679558,2.089,-27,161.551,170.975,-30.9,0.355,49.59,198.585,-34.8,178.786
2015-04-01,B10,B10-0040,6,0.012987012987012988,1.859,-18.4,171.734,168.538,-25.5,0.172,50.09,193.961,-32.7,178.676
2015-05-01,B10,B10-0040,6,0.015189873417721518,2.117,-18.6,171.082,156.674,-25.5,0.363,59.15,186.976,-32.4,171.362
2015-06-01,B10,B10-0040,6,0.013186813186813187,2.183,-20.8,173.102,152.719,-29.2,0.531,60.2,180,-37.5,169.646
2015-07-01,B10,B10-0040,10,0.03289473684210526,2.427,-14.4,196.769,184.64,-22.6,0.823,56.96,196.829,-30.8,188.25
2015-08-01,B10,B10-0040,0,0.0,2.15,-11.1,166.801,164.831,-19.5,0.634,45.17,183.512,-27.8,170.311
2015-09-01,B10,B10-0040,16,0.1553398058252427,2.159,-8.9,159.935,163.559,-20.9,0.807,45.41,173.171,-32.7,166.239
2015-10-01,B10,B10-0040,15,0.0625,2.042,6.9,170.679,171.081,-7.5,0.545,44.74,174.341,-21.8,171.256
2015-11-01,B10,B10-0040,19,0.048223350253807105,2.176,8.8,166.721,167.585,-12.3,0.56,46.14,174.098,-33,174.261
2015-12-01,B10,B10-0040,0,0.0,2.145,7.4,154.847,164.513,-10.3,0.469,41.85,176.293,-27.8,168.467
2016-01-01,B10,B10-0040,3,0.009146341463414634,2.275,10.1,153.958,159.004,-4.1,0.634,37.04,171.073,-18.2,165.812
2016-02-01,B10,B10-0040,3,0.007751937984496124,1.966,-2,155.25,163.03,-14.9,0.36,31.62,173.219,-27.6,165.925
2016-03-01,B10,B10-0040,12,0.02926829268292683,1.835,-4.1,144.103,154.873,-18.7,0.149,34.4,168.537,-33,161.183
2016-04-01,B10,B10-0040,11,0.028871391076115485,1.791,-17,154.852,153.284,-25,0.145,36.79,180.898,-33,167.877
2016-05-01,B10,B10-0040,12,0.03896103896103896,1.865,-32.7,175.767,166.208,-39.6,0.275,44.78,197.024,-46.5,177.418
2016-06-01,B10,B10-0040,15,0.03759398496240601,1.846,-34.5,171.809,175.812,-39.6,0.134,49.01,201.415,-44.5,184.091
2016-07-01,B10,B10-0040,8,0.0321285140562249,1.461,-29.4,155.17,162.182,-38.3,-0.129,48.99,209.756,-47.1,179.832
2016-08-01,B10,B10-0040,3,0.125,1.497,-39.8,152.504,152.436,-43.8,-0.095,40.06,185.756,-47.7,166.994
2016-09-01,B10,B10-0040,2,0.018867924528301886,1.57,-29.3,139.095,150.847,-41.4,-0.066,43.16,186.488,-53.3,160.807
2016-10-01,B10,B10-0040,0,0.0,1.624,-30.1,139.095,159.11,-41.3,-0.096,48.81,194.146,-52.4,163.876
2016-11-01,B10,B10-0040,5,0.017605633802816902,1.82,-6.1,144.103,160.381,-24.1,0.173,46.67,197.366,-41.8,170.246
2016-12-01,B10,B10-0040,7,0.03333333333333333,2.441,-8.1,132.068,154.873,-20.8,0.356,51.06,204.927,-33.3,163.497
2017-01-01,B10,B10-0040,6,0.01892744479495268,2.432,1,135.864,157.309,-12.1,0.185,53.72,198.829,-25,167.066
2017-02-01,B10,B10-0040,13,0.03869047619047619,2.474,19.8,144.103,164.936,6.7,0.469,53.88,205.756,-6.3,177.325
2017-03-01,B10,B10-0040,13,0.028017241379310345,2.462,36.8,147.658,167.479,22,0.283,53.83,206.829,7.4,177.252
2017-04-01,B10,B10-0040,7,0.01977401129943503,2.35,43.9,139.731,162.182,29.5,0.279,50.24,185.476,15.3,169.491
2017-05-01,B10,B10-0040,8,0.01609657947686117,2.327,42.6,166.721,163.03,28.6,0.327,48.84,191.707,14.8,172.539
2017-06-01,B10,B10-0040,15,0.03296703296703297,2.217,43.1,160.016,161.066,30.2,0.301,48.36,184.341,17.4,169.866
2017-07-01,B10,B10-0040,5,0.01567398119122257,2.346,50.5,192.084,175,34.5,0.482,46.04,194.732,18.7,180.544
2017-08-01,B10,B10-0040,1,0.008333333333333333,2.251,61.5,168.821,170.551,42,0.487,49.16,194.732,22.9,172.625
2017-09-01,B10,B10-0040,0,0.0,2.157,59.6,152.827,164.407,44.9,0.379,47.29,192.195,30.3,161.376
2017-10-01,B10,B10-0040,8,0.05194805194805195,2.337,53.7,153.958,164.301,44.4,0.452,50.58,193.805,35.2,163.952
2017-11-01,B10,B10-0040,10,0.038910505836575876,2.376,48,145.153,162.818,40.8,0.37,54.3,198.634,33.7,168.52
2017-12-01,B10,B10-0040,6,0.020761245674740483,2.363,50.5,145.719,161.653,45.1,0.364,58.36,200.146,39.8,168.439
2018-01-01,B10,B10-0040,2,0.005390835579514825,2.411,52.9,142.246,158.792,49,0.424,60.42,191.854,45.1,165.198
